shipment_id,origin_country,destination_country,transport_mode,rfq_sent_at,quote_received_at,customs_status,supplier_id,supplier_compliance_flag,fulfilment_status,quote_response_hours
SHP-003600,Lowvale,Northland,rail,2026-02-13 14:50:47,2026-02-14 08:29:47,cleared,SUP-0295,True,late,17.65
SHP-003601,Westhaven,Highmere,sea,2026-05-06 09:14:10,2026-05-07 23:06:58,cleared,SUP-0339,True,on_time,37.88
SHP-003602,Northland,Eastoria,road,2026-05-15 14:34:40,2026-05-16 05:37:04,cleared,SUP-0084,True,late,15.04
SHP-003603,Highmere,Lowvale,air,2026-05-13 14:21:14,2026-05-14 12:28:26,cleared,SUP-0079,False,on_time,22.12
SHP-003604,Eastoria,Highmere,sea,2026-01-30 19:46:20,2026-01-31 01:15:08,delayed,SUP-0022,True,late,5.48
SHP-003605,Centralia,Rivermark,sea,2026-01-30 11:08:49,2026-01-30 13:20:49,pending,SUP-0038,False,on_time,2.2
SHP-003606,Highmere,Southport,road,2025-12-04 02:30:14,2025-12-04 11:31:26,cleared,SUP-0004,True,on_time,9.02
SHP-003607,Eastoria,Lowvale,air,2026-03-31 02:15:57,2026-04-01 21:13:33,cleared,SUP-0118,False,failed,42.96
SHP-003608,Highmere,Westhaven,road,2026-03-27 00:41:19,2026-03-29 21:20:55,cleared,SUP-0061,True,on_time,68.66
SHP-003609,Southport,Lowvale,road,2026-05-07 08:13:39,2026-05-08 05:54:27,pending,SUP-0331,True,late,21.68
SHP-003610,Westhaven,Eastoria,road,2026-03-03 05:50:00,2026-03-03 11:01:24,cleared,SUP-0254,True,late,5.19
SHP-003611,Northland,Southport,road,2025-12-14 08:17:21,2025-12-14 12:44:57,pending,SUP-0175,True,on_time,4.46
SHP-003612,Southport,Lowvale,sea,2026-03-25 10:12:05,2026-03-27 07:22:17,cleared,SUP-0208,True,on_time,45.17
SHP-003613,Centralia,Northland,air,2026-05-04 13:44:16,2026-05-04 22:38:52,cleared,SUP-0112,True,on_time,8.91
SHP-003614,Southport,Northland,rail,2026-01-25 01:14:13,2026-01-25 08:32:13,pending,SUP-0007,True,on_time,7.3
SHP-003615,Lowvale,Highmere,air,2025-12-11 13:22:57,2025-12-13 10:25:57,cleared,SUP-0053,True,late,45.05
SHP-003616,Westhaven,Eastoria,sea,2025-12-23 04:15:33,2025-12-23 18:13:45,pending,SUP-0016,True,on_time,13.97
SHP-003617,Highmere,Northland,sea,2026-03-02 20:19:04,2026-03-04 18:12:28,cleared,SUP-0234,True,on_time,45.89
SHP-003618,Westhaven,Rivermark,sea,2026-02-02 20:17:52,2026-02-03 11:58:04,cleared,SUP-0250,True,on_time,15.67
SHP-003619,Centralia,Highmere,road,2026-03-01 05:05:48,2026-03-01 09:23:12,cleared,SUP-0184,True,late,4.29
SHP-003620,Rivermark,Lowvale,sea,2025-12-13 05:59:32,2025-12-14 10:22:20,pending,SUP-0274,True,on_time,28.38
SHP-003621,Lowvale,Rivermark,sea,2026-04-08 20:34:36,2026-04-09 17:46:36,cleared,SUP-0201,False,failed,21.2
SHP-003622,Rivermark,Westhaven,air,2025-12-31 18:19:24,2026-01-01 17:52:24,rejected,SUP-0345,True,late,23.55
SHP-003623,Highmere,Rivermark,rail,2026-04-29 15:03:45,2026-04-29 16:23:33,cleared,SUP-0312,True,failed,1.33
SHP-003624,Southport,Eastoria,road,2025-11-19 04:41:55,2025-11-19 14:40:43,cleared,SUP-0223,True,on_time,9.98
SHP-003625,Eastoria,Highmere,road,2026-04-14 08:33:48,2026-04-15 07:12:48,cleared,SUP-0346,True,on_time,22.65
SHP-003626,Southport,Rivermark,sea,2025-11-22 22:27:58,2025-11-23 08:10:34,cleared,SUP-0152,True,on_time,9.71
SHP-003627,Highmere,Southport,sea,2026-01-15 10:59:03,2026-01-16 22:57:51,cleared,SUP-0076,True,on_time,35.98
SHP-003628,Westhaven,Lowvale,sea,2026-02-16 10:15:59,2026-02-16 19:07:35,cleared,SUP-0267,True,late,8.86
SHP-003629,Centralia,Westhaven,air,2026-03-29 07:14:55,2026-03-30 04:27:31,cleared,SUP-0029,True,on_time,21.21
SHP-003630,Highmere,Eastoria,sea,2026-04-07 03:43:57,2026-04-09 01:16:21,cleared,SUP-0061,True,on_time,45.54
SHP-003631,Lowvale,Rivermark,road,2026-03-04 05:48:40,2026-03-04 20:54:04,cleared,SUP-0077,True,on_time,15.09
SHP-003632,Southport,Eastoria,rail,2026-02-08 21:05:30,2026-02-09 00:03:06,cleared,SUP-0133,True,on_time,2.96
SHP-003633,Southport,Lowvale,road,2026-03-01 19:30:08,2026-03-02 02:52:20,cleared,SUP-0016,True,on_time,7.37
SHP-003634,Rivermark,Lowvale,road,2026-01-31 04:04:06,2026-01-31 11:10:06,cleared,SUP-0326,True,late,7.1
SHP-003635,Eastoria,Rivermark,air,2026-04-27 09:38:58,2026-04-27 17:38:22,delayed,SUP-0219,False,on_time,7.99
SHP-003636,Southport,Highmere,rail,2026-01-02 02:49:26,2026-01-02 18:08:38,delayed,SUP-0265,True,on_time,15.32
SHP-003637,Northland,Highmere,sea,2026-01-05 14:00:05,2026-01-09 04:36:41,pending,SUP-0084,False,on_time,86.61
SHP-003638,Rivermark,Lowvale,sea,2026-02-15 23:10:52,2026-02-16 14:21:40,cleared,SUP-0171,True,on_time,15.18
SHP-003639,Centralia,Rivermark,air,2026-01-24 17:43:59,2026-01-25 14:45:47,cleared,SUP-0154,True,failed,21.03
SHP-003640,Eastoria,Centralia,road,2025-12-18 15:25:47,2025-12-19 09:50:59,cleared,SUP-0160,True,on_time,18.42
SHP-003641,Highmere,Westhaven,rail,2026-01-11 01:07:58,2026-01-11 04:49:22,cleared,SUP-0096,True,on_time,3.69
SHP-003642,Westhaven,Highmere,road,2025-12-25 02:53:40,2025-12-25 12:18:16,cleared,SUP-0242,True,failed,9.41
SHP-003643,Rivermark,Westhaven,road,2026-05-07 11:16:39,2026-05-07 22:17:15,cleared,SUP-0277,True,on_time,11.01
SHP-003644,Highmere,Westhaven,air,2026-04-08 07:22:06,2026-04-09 03:24:30,cleared,SUP-0029,True,on_time,20.04
SHP-003645,Southport,Lowvale,rail,2026-04-16 03:57:12,2026-04-16 23:51:12,cleared,SUP-0310,True,on_time,19.9
SHP-003646,Eastoria,Lowvale,air,2025-12-10 10:24:21,2025-12-10 13:35:45,pending,SUP-0043,True,failed,3.19
SHP-003647,Westhaven,Northland,road,2025-11-24 18:39:19,2025-11-25 14:29:43,cleared,SUP-0147,True,on_time,19.84
SHP-003648,Lowvale,Westhaven,sea,2026-04-24 16:57:13,2026-04-26 01:29:01,delayed,SUP-0110,True,late,32.53
SHP-003649,Rivermark,Lowvale,sea,2026-03-26 17:15:22,2026-03-26 21:04:34,cleared,SUP-0125,True,late,3.82
SHP-003650,Rivermark,Centralia,sea,2026-02-07 22:18:53,2026-02-08 09:15:17,cleared,SUP-0024,True,late,10.94
SHP-003651,Centralia,Highmere,sea,2026-03-17 22:15:42,2026-03-18 06:12:06,cleared,SUP-0278,True,late,7.94
SHP-003652,Lowvale,Centralia,road,2026-04-16 06:34:47,2026-04-17 00:26:59,pending,SUP-0244,True,on_time,17.87
SHP-003653,Eastoria,Southport,sea,2026-05-09 03:06:58,2026-05-09 17:17:10,cleared,SUP-0234,True,late,14.17
SHP-003654,Eastoria,Rivermark,air,2026-05-10 03:44:41,2026-05-10 11:22:29,delayed,SUP-0110,True,on_time,7.63
SHP-003655,Westhaven,Highmere,air,2025-11-21 13:25:35,2025-11-22 21:12:23,pending,SUP-0008,True,on_time,31.78
SHP-003656,Southport,Lowvale,rail,2026-01-04 06:05:53,2026-01-07 17:14:53,cleared,SUP-0203,True,on_time,83.15
SHP-003657,Rivermark,Northland,sea,2025-12-28 12:55:18,2025-12-29 01:20:30,cleared,SUP-0198,True,failed,12.42
SHP-003658,Highmere,Westhaven,sea,2025-12-01 14:06:37,2025-12-01 15:12:01,cleared,SUP-0083,True,on_time,1.09
SHP-003659,Eastoria,Rivermark,road,2025-12-08 02:43:28,2025-12-09 01:57:52,cleared,SUP-0062,True,late,23.24
SHP-003660,Lowvale,Westhaven,road,2026-03-13 20:29:32,2026-03-15 09:25:56,cleared,SUP-0226,True,on_time,36.94
SHP-003661,Westhaven,Northland,rail,2025-11-25 00:59:19,2025-11-25 06:31:43,cleared,SUP-0185,True,failed,5.54
SHP-003662,Lowvale,Northland,rail,2026-02-13 05:04:41,2026-02-13 21:18:29,cleared,SUP-0204,True,on_time,16.23
SHP-003663,Highmere,Southport,sea,2026-03-14 14:23:29,2026-03-16 19:01:17,delayed,SUP-0106,False,on_time,52.63
SHP-003664,Centralia,Northland,air,2026-03-29 00:22:08,2026-03-30 00:21:32,cleared,SUP-0159,False,late,23.99
SHP-003665,Highmere,Southport,air,2026-04-04 02:03:48,2026-04-05 01:18:12,pending,SUP-0121,True,on_time,23.24
SHP-003666,Rivermark,Centralia,road,2026-05-06 21:18:59,2026-05-06 22:45:23,delayed,SUP-0193,True,late,1.44
SHP-003667,Southport,Westhaven,road,2025-11-27 23:21:36,2025-11-28 09:48:36,delayed,SUP-0283,True,on_time,10.45
SHP-003668,Centralia,Westhaven,road,2026-01-05 01:03:20,2026-01-05 16:22:32,cleared,SUP-0054,True,late,15.32
SHP-003669,Westhaven,Highmere,sea,2026-04-11 07:41:00,2026-04-12 17:11:36,cleared,SUP-0237,True,on_time,33.51
SHP-003670,Rivermark,Lowvale,road,2025-11-27 02:40:12,2025-11-27 08:29:24,cleared,SUP-0159,True,on_time,5.82
SHP-003671,Southport,Rivermark,rail,2026-02-04 15:12:15,2026-02-04 21:15:51,cleared,SUP-0281,True,late,6.06
SHP-003672,Eastoria,Southport,sea,2026-02-11 18:13:36,2026-02-12 06:31:36,cleared,SUP-0007,True,on_time,12.3
SHP-003673,Lowvale,Northland,air,2026-01-03 00:36:43,2026-01-03 21:31:55,cleared,SUP-0313,True,on_time,20.92
SHP-003674,Northland,Eastoria,sea,2026-03-03 07:58:29,2026-03-03 13:11:41,cleared,SUP-0317,True,on_time,5.22
SHP-003675,Northland,Highmere,rail,2025-12-30 17:03:35,2025-12-31 13:55:47,cleared,SUP-0197,True,late,20.87
SHP-003676,Centralia,Northland,sea,2026-04-14 00:12:14,2026-04-15 17:08:02,cleared,SUP-0338,True,failed,40.93
SHP-003677,Highmere,Centralia,road,2026-05-05 05:47:11,2026-05-08 04:56:11,cleared,SUP-0233,True,on_time,71.15
SHP-003678,Rivermark,Southport,rail,2026-04-18 05:13:50,2026-04-18 15:07:50,cleared,SUP-0202,True,late,9.9
SHP-003679,Westhaven,Southport,road,2025-11-29 11:33:36,2025-11-29 22:30:00,cleared,SUP-0261,True,on_time,10.94
SHP-003680,Rivermark,Eastoria,road,2025-12-15 17:35:27,2025-12-19 12:36:03,cleared,SUP-0341,True,on_time,91.01
SHP-003681,Highmere,Southport,air,2026-02-24 08:50:12,2026-02-25 19:32:48,pending,SUP-0240,True,on_time,34.71
SHP-003682,Highmere,Rivermark,rail,2026-01-13 16:34:38,2026-01-14 07:48:26,cleared,SUP-0106,True,on_time,15.23
SHP-003683,Lowvale,Westhaven,road,2026-01-02 23:47:01,2026-01-03 23:00:49,cleared,SUP-0283,True,late,23.23
SHP-003684,Lowvale,Rivermark,road,2026-04-25 22:21:05,2026-04-26 00:09:05,cleared,SUP-0243,True,on_time,1.8
SHP-003685,Lowvale,Rivermark,road,2026-05-15 11:13:53,2026-05-18 10:16:17,pending,SUP-0151,True,late,71.04
SHP-003686,Westhaven,Eastoria,rail,2026-04-09 13:37:49,2026-04-12 09:24:01,cleared,SUP-0196,True,on_time,67.77
SHP-003687,Rivermark,Lowvale,rail,2026-03-10 09:22:50,2026-03-11 06:44:26,cleared,SUP-0136,True,on_time,21.36
SHP-003688,Lowvale,Centralia,road,2026-01-19 10:42:39,2026-01-19 17:40:15,rejected,SUP-0041,True,late,6.96
SHP-003689,Westhaven,Eastoria,rail,2026-03-10 15:44:22,2026-03-11 02:56:22,cleared,SUP-0327,True,on_time,11.2
SHP-003690,Highmere,Centralia,road,2026-03-14 15:00:36,2026-03-15 03:24:00,cleared,SUP-0140,True,on_time,12.39
SHP-003691,Lowvale,Centralia,sea,2026-04-17 12:48:03,2026-04-17 19:01:15,pending,SUP-0122,True,late,6.22
SHP-003692,Centralia,Rivermark,rail,2026-03-29 02:44:15,2026-03-30 01:23:51,cleared,SUP-0192,True,on_time,22.66
SHP-003693,Highmere,Southport,road,2026-04-26 10:27:02,2026-04-28 00:25:14,cleared,SUP-0209,True,on_time,37.97
SHP-003694,Northland,Rivermark,air,2026-01-19 18:55:10,2026-01-20 02:16:46,cleared,SUP-0108,True,late,7.36
SHP-003695,Centralia,Westhaven,sea,2026-01-03 12:33:53,2026-01-03 13:35:41,pending,SUP-0132,True,on_time,1.03
SHP-003696,Northland,Centralia,sea,2026-01-16 02:50:10,2026-01-17 00:03:58,cleared,SUP-0273,True,on_time,21.23
SHP-003697,Westhaven,Centralia,sea,2026-05-07 16:10:18,2026-05-07 23:52:18,cleared,SUP-0137,True,failed,7.7
SHP-003698,Lowvale,Southport,sea,2025-12-16 08:09:14,2025-12-18 02:04:26,pending,SUP-0070,False,on_time,41.92
SHP-003699,Rivermark,Southport,road,2026-03-26 17:19:29,2026-03-27 02:02:41,cleared,SUP-0295,True,late,8.72
SHP-003700,Northland,Lowvale,sea,2026-02-27 17:43:04,2026-02-28 18:19:40,cleared,SUP-0274,True,late,24.61
SHP-003701,Highmere,Centralia,sea,2025-12-31 10:38:44,2025-12-31 18:31:32,pending,SUP-0244,True,on_time,7.88
SHP-003702,Westhaven,Northland,sea,2026-02-06 19:50:31,2026-02-10 13:16:55,cleared,SUP-0111,True,on_time,89.44
SHP-003703,Highmere,Centralia,road,2026-01-15 20:56:52,2026-01-16 19:43:04,pending,SUP-0012,False,late,22.77
SHP-003704,Eastoria,Centralia,air,2026-01-10 22:49:19,2026-01-11 04:05:31,cleared,SUP-0271,True,on_time,5.27
SHP-003705,Rivermark,Lowvale,rail,2025-11-30 08:35:42,2025-11-30 11:33:18,cleared,SUP-0062,False,on_time,2.96
SHP-003706,Westhaven,Northland,rail,2026-03-06 15:00:23,2026-03-08 00:38:47,cleared,SUP-0066,True,on_time,33.64
SHP-003707,Highmere,Eastoria,rail,2026-03-13 09:52:50,2026-03-14 00:24:38,cleared,SUP-0107,False,on_time,14.53
SHP-003708,Lowvale,Eastoria,rail,2026-05-08 08:16:32,2026-05-09 19:02:08,cleared,SUP-0006,True,on_time,34.76
SHP-003709,Northland,Rivermark,road,2026-04-10 06:50:55,2026-04-11 01:11:19,cleared,SUP-0016,True,on_time,18.34
SHP-003710,Rivermark,Southport,road,2026-05-14 12:46:18,2026-05-15 00:14:30,cleared,SUP-0155,True,on_time,11.47
SHP-003711,Westhaven,Highmere,road,2025-12-22 12:41:30,2025-12-22 18:55:54,cleared,SUP-0110,True,late,6.24
SHP-003712,Centralia,Eastoria,rail,2026-03-20 01:51:05,2026-03-20 03:01:17,cleared,SUP-0246,True,on_time,1.17
SHP-003713,Northland,Highmere,rail,2026-03-30 07:43:00,2026-03-31 04:39:24,cleared,SUP-0340,True,late,20.94
SHP-003714,Centralia,Westhaven,sea,2026-02-09 11:24:39,2026-02-10 10:13:15,cleared,SUP-0320,True,on_time,22.81
SHP-003715,Centralia,Highmere,road,2026-03-06 10:57:49,2026-03-10 05:38:01,cleared,SUP-0162,False,on_time,90.67
SHP-003716,Northland,Lowvale,air,2026-02-22 18:16:20,2026-02-22 23:33:08,cleared,SUP-0191,True,late,5.28
SHP-003717,Highmere,Rivermark,air,2025-11-27 15:00:27,2025-11-28 06:14:51,cleared,SUP-0082,True,late,15.24
SHP-003718,Northland,Highmere,road,2026-01-24 09:36:04,2026-01-26 00:12:40,cleared,SUP-0101,True,failed,38.61
SHP-003719,Eastoria,Centralia,sea,2026-03-23 10:34:55,2026-03-24 19:14:31,delayed,SUP-0126,True,on_time,32.66
SHP-003720,Southport,Rivermark,road,2026-03-28 21:11:41,2026-03-29 04:31:29,pending,SUP-0350,True,late,7.33
SHP-003721,Northland,Lowvale,road,2026-01-31 12:49:16,2026-02-01 09:45:04,cleared,SUP-0286,False,on_time,20.93
SHP-003722,Northland,Lowvale,rail,2026-04-20 02:37:36,2026-04-20 08:14:12,cleared,SUP-0020,True,on_time,5.61
SHP-003723,Lowvale,Northland,sea,2026-02-28 08:41:13,2026-03-01 11:48:25,pending,SUP-0017,True,late,27.12
SHP-003724,Northland,Highmere,sea,2026-01-19 09:55:19,2026-01-20 18:18:07,cleared,SUP-0265,True,on_time,32.38
SHP-003725,Rivermark,Centralia,road,2026-04-02 17:32:39,2026-04-03 14:53:39,delayed,SUP-0077,True,on_time,21.35
SHP-003726,Highmere,Eastoria,road,2026-02-07 08:43:31,2026-02-08 04:48:55,cleared,SUP-0249,True,on_time,20.09
SHP-003727,Eastoria,Southport,road,2026-02-05 19:08:15,2026-02-06 02:26:51,pending,SUP-0051,True,on_time,7.31
SHP-003728,Highmere,Westhaven,road,2025-12-17 11:54:59,2025-12-17 23:39:23,pending,SUP-0339,True,on_time,11.74
SHP-003729,Highmere,Centralia,air,2026-01-15 18:05:37,2026-01-16 00:41:37,cleared,SUP-0318,True,on_time,6.6
SHP-003730,Rivermark,Eastoria,air,2026-01-30 14:56:36,2026-01-31 07:28:24,cleared,SUP-0151,True,on_time,16.53
SHP-003731,Southport,Lowvale,air,2025-12-24 05:27:00,2025-12-26 01:45:00,cleared,SUP-0336,True,on_time,44.3
SHP-003732,Centralia,Northland,sea,2026-04-14 00:20:44,2026-04-14 22:26:44,pending,SUP-0305,False,on_time,22.1
SHP-003733,Highmere,Southport,sea,2026-03-02 23:26:21,2026-03-03 18:50:21,cleared,SUP-0262,True,on_time,19.4
SHP-003734,Eastoria,Rivermark,sea,2026-02-18 11:16:10,2026-02-18 22:32:22,cleared,SUP-0232,True,late,11.27
SHP-003735,Centralia,Eastoria,sea,2026-01-04 07:30:18,2026-01-05 04:36:18,cleared,SUP-0065,True,on_time,21.1
SHP-003736,Centralia,Southport,sea,2026-05-02 10:43:39,2026-05-03 06:24:27,cleared,SUP-0020,True,on_time,19.68
SHP-003737,Centralia,Highmere,rail,2026-01-01 06:41:37,2026-01-03 04:08:01,cleared,SUP-0159,True,on_time,45.44
SHP-003738,Rivermark,Lowvale,rail,2026-01-15 22:02:42,2026-01-17 20:11:06,cleared,SUP-0068,True,on_time,46.14
SHP-003739,Lowvale,Southport,sea,2026-05-04 00:56:37,2026-05-04 13:11:01,cleared,SUP-0176,False,late,12.24
SHP-003740,Rivermark,Highmere,road,2026-04-04 22:03:31,2026-04-05 05:07:07,cleared,SUP-0064,True,late,7.06
SHP-003741,Eastoria,Centralia,sea,2025-12-16 13:14:23,2025-12-17 05:52:11,pending,SUP-0145,True,late,16.63
SHP-003742,Westhaven,Lowvale,road,2026-04-23 23:42:03,2026-04-24 12:07:15,cleared,SUP-0145,False,on_time,12.42
SHP-003743,Westhaven,Highmere,rail,2026-02-16 10:21:56,2026-02-16 19:29:08,pending,SUP-0187,False,late,9.12
SHP-003744,Southport,Lowvale,sea,2026-05-15 03:30:53,2026-05-15 17:21:17,cleared,SUP-0337,True,failed,13.84
SHP-003745,Lowvale,Rivermark,road,2025-11-29 17:03:32,2025-11-29 19:17:56,cleared,SUP-0004,True,late,2.24
SHP-003746,Southport,Lowvale,air,2026-03-07 17:25:13,2026-03-08 04:01:13,cleared,SUP-0243,True,late,10.6
SHP-003747,Rivermark,Northland,road,2026-02-06 15:43:42,2026-02-07 10:20:54,cleared,SUP-0299,True,on_time,18.62
SHP-003748,Lowvale,Centralia,road,2026-02-07 09:34:45,2026-02-09 04:16:45,cleared,SUP-0036,True,on_time,42.7
SHP-003749,Highmere,Northland,air,2026-03-06 17:39:23,2026-03-06 19:12:59,cleared,SUP-0283,True,on_time,1.56
SHP-003750,Southport,Northland,air,2026-03-01 10:27:10,2026-03-01 16:09:46,cleared,SUP-0017,True,on_time,5.71
SHP-003751,Westhaven,Centralia,sea,2025-12-14 13:25:46,2025-12-15 12:03:34,cleared,SUP-0095,False,on_time,22.63
SHP-003752,Westhaven,Highmere,air,2026-02-01 22:40:33,2026-02-02 14:18:21,cleared,SUP-0033,True,on_time,15.63
SHP-003753,Centralia,Highmere,air,2026-01-04 16:18:52,2026-01-05 14:54:52,cleared,SUP-0232,True,on_time,22.6
SHP-003754,Centralia,Lowvale,air,2026-01-07 00:52:40,2026-01-08 20:11:52,cleared,SUP-0263,True,on_time,43.32
SHP-003755,Eastoria,Westhaven,sea,2025-12-28 00:07:47,2025-12-28 10:26:23,cleared,SUP-0212,True,late,10.31
SHP-003756,Centralia,Rivermark,road,2026-01-21 15:38:56,2026-01-22 05:29:56,cleared,SUP-0254,True,on_time,13.85
SHP-003757,Westhaven,Eastoria,road,2026-03-24 02:22:46,2026-03-24 21:25:46,cleared,SUP-0282,True,late,19.05
SHP-003758,Centralia,Eastoria,sea,2025-12-03 21:00:24,2025-12-04 11:02:12,cleared,SUP-0046,True,late,14.03
SHP-003759,Lowvale,Rivermark,road,2026-05-16 14:23:49,2026-05-16 20:23:49,cleared,SUP-0128,True,on_time,6.0
SHP-003760,Lowvale,Southport,road,2026-02-13 20:40:13,2026-02-14 12:42:01,cleared,SUP-0079,True,late,16.03
SHP-003761,Northland,Rivermark,sea,2026-05-02 00:26:22,2026-05-03 22:58:46,pending,SUP-0302,True,on_time,46.54
SHP-003762,Southport,Highmere,sea,2026-01-29 13:51:30,2026-01-31 19:47:18,cleared,SUP-0075,True,on_time,53.93
SHP-003763,Eastoria,Southport,sea,2025-12-06 11:25:31,2025-12-07 01:18:19,cleared,SUP-0240,True,on_time,13.88
SHP-003764,Centralia,Lowvale,air,2026-03-02 12:45:16,2026-03-02 22:39:16,cleared,SUP-0252,False,on_time,9.9
SHP-003765,Highmere,Eastoria,road,2026-04-08 05:19:17,2026-04-08 11:57:05,cleared,SUP-0198,True,late,6.63
SHP-003766,Highmere,Westhaven,road,2026-04-28 13:49:31,2026-04-29 01:09:55,cleared,SUP-0191,True,on_time,11.34
SHP-003767,Lowvale,Eastoria,sea,2025-12-25 12:13:14,2025-12-25 13:16:14,pending,SUP-0068,False,on_time,1.05
SHP-003768,Rivermark,Eastoria,rail,2025-11-28 12:41:24,2025-11-28 19:42:00,cleared,SUP-0213,False,on_time,7.01
SHP-003769,Northland,Centralia,sea,2026-01-09 15:38:01,2026-01-09 19:06:13,pending,SUP-0130,True,on_time,3.47
SHP-003770,Eastoria,Centralia,sea,2026-01-30 18:14:31,2026-01-31 10:59:31,cleared,SUP-0052,True,on_time,16.75
SHP-003771,Westhaven,Northland,road,2026-03-29 08:03:02,2026-03-29 23:34:50,cleared,SUP-0344,False,on_time,15.53
SHP-003772,Highmere,Southport,sea,2026-03-15 23:52:26,2026-03-16 15:18:14,pending,SUP-0281,True,on_time,15.43
SHP-003773,Centralia,Rivermark,sea,2026-03-15 14:19:56,2026-03-19 10:08:32,cleared,SUP-0244,True,on_time,91.81
SHP-003774,Westhaven,Highmere,road,2025-11-26 04:49:00,2025-11-26 17:05:12,cleared,SUP-0143,True,on_time,12.27
SHP-003775,Southport,Lowvale,road,2026-05-07 03:52:42,2026-05-07 05:48:30,cleared,SUP-0040,True,on_time,1.93
SHP-003776,Northland,Southport,road,2025-12-02 15:42:41,2025-12-02 19:37:53,cleared,SUP-0336,True,late,3.92
SHP-003777,Lowvale,Eastoria,road,2025-12-25 01:24:59,2025-12-25 16:11:11,cleared,SUP-0093,True,on_time,14.77
SHP-003778,Southport,Eastoria,sea,2026-04-23 18:27:20,2026-04-27 08:57:20,rejected,SUP-0100,True,late,86.5
SHP-003779,Northland,Lowvale,road,2026-04-15 10:16:28,2026-04-15 22:17:40,cleared,SUP-0021,True,on_time,12.02
SHP-003780,Eastoria,Northland,sea,2026-03-12 14:51:01,2026-03-14 14:19:49,cleared,SUP-0148,True,late,47.48
SHP-003781,Rivermark,Southport,rail,2026-04-08 04:01:08,2026-04-09 03:58:44,cleared,SUP-0146,True,on_time,23.96
SHP-003782,Rivermark,Southport,sea,2026-03-28 21:41:53,2026-03-29 17:05:53,cleared,SUP-0204,True,on_time,19.4
SHP-003783,Westhaven,Eastoria,sea,2026-03-07 00:56:38,2026-03-07 22:44:38,cleared,SUP-0075,True,on_time,21.8
SHP-003784,Highmere,Southport,rail,2025-12-30 15:52:56,2025-12-31 03:23:32,cleared,SUP-0208,True,on_time,11.51
SHP-003785,Northland,Southport,air,2026-02-19 14:39:03,2026-02-20 08:18:03,pending,SUP-0183,False,late,17.65
SHP-003786,Lowvale,Centralia,air,2025-12-29 02:00:20,2025-12-29 03:57:56,cleared,SUP-0039,True,failed,1.96
SHP-003787,Southport,Centralia,sea,2026-05-06 08:33:13,2026-05-06 11:39:13,cleared,SUP-0104,True,failed,3.1
SHP-003788,Highmere,Rivermark,sea,2026-05-13 15:35:28,2026-05-13 20:54:40,cleared,SUP-0119,True,late,5.32
SHP-003789,Centralia,Lowvale,sea,2026-01-22 04:14:17,2026-01-22 22:07:05,cleared,SUP-0215,True,late,17.88
SHP-003790,Rivermark,Lowvale,air,2026-01-16 09:28:13,2026-01-16 14:48:01,cleared,SUP-0017,True,on_time,5.33
SHP-003791,Centralia,Eastoria,road,2026-05-14 00:43:54,2026-05-14 13:52:54,cleared,SUP-0057,True,on_time,13.15
SHP-003792,Northland,Lowvale,rail,2025-11-21 11:58:19,2025-11-22 08:39:43,cleared,SUP-0157,True,on_time,20.69
SHP-003793,Highmere,Southport,sea,2025-12-29 15:36:27,2025-12-30 06:34:03,pending,SUP-0127,True,on_time,14.96
SHP-003794,Westhaven,Rivermark,sea,2025-12-25 10:05:11,2025-12-25 22:10:35,cleared,SUP-0239,True,on_time,12.09
SHP-003795,Centralia,Eastoria,sea,2026-04-11 12:02:12,2026-04-12 06:46:00,delayed,SUP-0017,True,on_time,18.73
SHP-003796,Rivermark,Eastoria,sea,2025-12-11 07:14:42,2025-12-12 06:28:30,cleared,SUP-0095,True,on_time,23.23
SHP-003797,Eastoria,Rivermark,sea,2026-04-12 13:13:17,2026-04-13 05:51:41,cleared,SUP-0322,True,on_time,16.64
SHP-003798,Southport,Highmere,sea,2026-04-13 23:56:52,2026-04-14 20:16:40,cleared,SUP-0233,True,on_time,20.33
SHP-003799,Northland,Lowvale,sea,2026-02-19 12:26:41,2026-02-19 15:36:53,cleared,SUP-0289,True,on_time,3.17
SHP-003800,Southport,Lowvale,sea,2026-05-15 02:07:02,2026-05-18 11:03:26,pending,SUP-0043,True,on_time,80.94
SHP-003801,Westhaven,Centralia,road,2026-01-04 15:04:41,2026-01-05 07:02:17,rejected,SUP-0193,True,on_time,15.96
SHP-003802,Centralia,Eastoria,road,2026-04-02 14:21:55,2026-04-02 16:21:19,pending,SUP-0152,False,late,1.99
SHP-003803,Eastoria,Southport,rail,2026-03-15 21:13:38,2026-03-18 13:19:38,cleared,SUP-0011,True,late,64.1
SHP-003804,Lowvale,Eastoria,sea,2026-04-04 04:18:40,2026-04-05 04:34:16,pending,SUP-0241,True,on_time,24.26
SHP-003805,Lowvale,Southport,sea,2025-12-28 05:36:44,2025-12-29 04:16:20,cleared,SUP-0082,True,on_time,22.66
SHP-003806,Lowvale,Northland,air,2026-02-03 12:57:04,2026-02-04 08:47:28,cleared,SUP-0011,True,on_time,19.84
SHP-003807,Westhaven,Lowvale,air,2026-05-15 05:18:37,2026-05-15 06:22:49,cleared,SUP-0293,True,on_time,1.07
SHP-003808,Rivermark,Southport,sea,2026-01-03 23:52:30,2026-01-04 20:56:06,cleared,SUP-0087,True,on_time,21.06
